region_id,intervention,area_ha,hotspot_score_mean,mean_excess_heat_c,mean_night_cooling_c,cooling_deficit_c,cooling_leverage_factor,feasible_fraction,proxy_mean_cooling_c,proxy_max_cooling_c,proxy_hotspot_freq_reduction_pct,priority_score
30,urban_greening,8.01,1.3320672512054443,3.8441803455352783,3.3819923400878906,3.5675504207611084,4.567550420761108,1.0,1.6647777557373047,1.8074359893798828,43.30644262491006,81.13313955912137
30,cool_pavement,8.01,1.3320672512054443,3.8441803455352783,3.3819923400878906,3.5675504207611084,4.567550420761108,1.0,1.0321314334869385,1.1229138374328613,26.849193864842483,50.30104669999305
31,cool_roof,80.00999999999999,1.36317777633667,3.439361333847046,1.6853450536727905,5.264197826385498,6.264197826385498,1.0,1.4054251909255981,1.5676389932632446,40.86297002570477,960.2182716477449
31,urban_greening,80.00999999999999,1.36317777633667,3.439361333847046,1.6853450536727905,5.264197826385498,6.264197826385498,1.0,1.6732972860336304,1.871558666229248,48.65139552412159,1143.2345444796667
31,cool_pavement,80.00999999999999,1.36317777633667,3.439361333847046,1.6853450536727905,5.264197826385498,6.264197826385498,1.0,1.037552833557129,1.1637191772460938,30.167020351903236,708.879558310257
32,cool_roof,17.189999999999998,1.8412129878997803,4.877785682678223,6.079219341278076,0.8703235983848572,1.8703235983848572,1.0,1.5125306844711304,1.6277594566345215,31.008551479462547,89.53665258188123
32,urban_greening,17.189999999999998,1.8412129878997803,4.877785682678223,6.079219341278076,0.8703235983848572,1.8703235983848572,1.0,1.8042042255401611,1.9450392723083496,36.988181583032066,106.80273040902718
32,cool_pavement,17.189999999999998,1.8412129878997803,4.877785682678223,6.079219341278076,0.8703235983848572,1.8703235983848572,1.0,1.1208571195602417,1.2104796171188354,22.978810314290357,66.35091475389436
33,cool_roof,52.11,1.3316688537597656,3.3768229484558105,2.0798251628875732,4.869718074798584,5.869718074798584,1.0,1.3983653783798218,1.5443744659423828,41.410680978085665,569.5806418334483
33,urban_greening,52.11,1.3316688537597656,3.3768229484558105,2.0798251628875732,4.869718074798584,5.869718074798584,1.0,1.6646687984466553,1.843124270439148,49.29689308134715,678.0510568403265
